number,name,position,height,weight,class,hometown
0,D.J. Heath,G,"6' 0""",185 lbs,JR,"Anniston, AL"
1,Leon Daniels,G,"6' 5""",195 lbs,SR,"Atlantic City, NJ"
2,Kevin Holston,G,"6' 1""",195 lbs,JR,"Washington, DC"
3,Tyrece Cheek,G,"6' 4""",170 lbs,SO,"Greensboro, NC"
4,Jeremy Hamilton,G,"6' 3""",200 lbs,JR,"Los Angeles, CA"
5,Tobi Ewuosho,G,"6' 5""",200 lbs,SR,"Chicago, IL"
10,Jacoby Ross,G,"5' 9""",180 lbs,JR,"New Orleans, LA"
11,Austin Rogers,G,"6' 4""",195 lbs,JR,"Montgomery, AL"
12,Decardo Day,G,"6' 5""",180 lbs,SR,"Jackson, MS"
13,AJ Farrar,G,"6' 5""",205 lbs,SR,"Duluth, GA"
14,Brandon Battle,F,"6' 8""",215 lbs,JR,"Warren, OH"
15,Lemone Lampley II,G,"6' 5""",175 lbs,FR,"Frankfort, IL"
20,John Sellars,G,"6' 2""",185 lbs,FR,"Fort Lauderdale, FL"
21,Mike Stone,F,"6' 9""",260 lbs,JR,"Brooklyn, NY"
24,Kevion Stewart,G,"6' 3""",190 lbs,JR,"Memphis, TN"
30,Christopher Dumas,G,"6' 0""",175 lbs,FR,"Atlanta, GA"
35,Tyrese Robinson,G,"6' 8""",220 lbs,JR,"Wilkinsburg, PA"
