number,name,position,height,weight,class,hometown
0,Ebrima Dibba,G,"6' 6""",200 lbs,SO,"Stockholm, Sweden"
1,David Pierce,G,"6' 3""",215 lbs,FR,"Saint Petersburg, FL"
2,Garrick Green,G,"6' 6""",205 lbs,JR,"Baton Rouge, LA"
3,DeVante Jones,G,"6' 1""",200 lbs,SO,"New Orleans, LA"
4,Christian Adams,G,"6' 3""",190 lbs,JR,"Winston-salem, NC"
4,Keishawn Brewton,G,"6' 2""",180 lbs,JR,"Spartanburg, SC"
5,Josh Peterson,G,"5' 10""",200 lbs,SR,"Woodbridge, VA"
10,Tyrell Gumbs-Frater,G,"6' 3""",190 lbs,SR,"Richmond Hill, ON"
11,Tim Ceaser,F,"6' 8""",200 lbs,FR,"Marion, AR"
12,Hosana Kitenge,F,"6' 7""",265 lbs,FR,"West Sussex, England"
13,David Kralj,G,"6' 4""",210 lbs,FR,"Ljubljana, Slovenia"
14,Trevion Brown,G,"6' 2""",165 lbs,SO,"Tacoma, WA"
14,Malik LeGania,G,"6' 5""",180 lbs,SO,"New Orleans, LA"
15,Isaac Hippolyte,F,"6' 7""",210 lbs,SO,"Spring Valley, NY"
20,Ahmard Harvey,G,"6' 6""",190 lbs,FR,"Freeport, GB"
21,Jalen Milner,G,"6' 1""",175 lbs,FR,"Milledgeville, GA"
32,Levi Cook,C,"6' 10""",280 lbs,JR,"Arnett, WV"
33,Tommy Burton,F,"6' 8""",215 lbs,SR,"Montgomery, AL"
44,Essam Mostafa,C,"6' 9""",270 lbs,FR,"Cairo, Egypt"
