number,name,position,height,weight,class,hometown
0,Chris Lykes,G,"5' 7""",157 lbs,JR,"Mitchellville, MD"
1,Dejan Vasiljevic,G,"6' 3""",184 lbs,SR,"Melbourne, VIC"
2,Isaiah Wong,G,"6' 3""",170 lbs,FR,"Piscataway, NJ"
3,Nysier Brooks,C,"6' 11""",240 lbs,SR,"Philadelphia, PA"
4,Keith Stone,F,"6' 8""",244 lbs,SR,"Deerfield Beach, FL"
5,Harlond Beverly,G,"6' 4""",185 lbs,FR,"Detroit, MI"
11,Anthony Walker,F,"6' 9""",210 lbs,FR,"Baltimore, MD"
13,Filippos Gkogkos,G,"6' 3""",190 lbs,FR,"Athens, Greece"
14,Rodney Miller Jr.,C,"7' 0""",255 lbs,JR,"Laurelton, NY"
15,Willie Herenton,G,"6' 1""",178 lbs,JR,"Lincolnshire, IL"
21,Sam Waardenburg,F,"6' 10""",216 lbs,JR,"Auckland, New Zealand"
22,Deng Gak,F,"6' 10""",211 lbs,SO,"Sydney, NSW"
23,Kameron McGusty,G,"6' 5""",192 lbs,JR,"Katy, TX"
