number,name,position,height,weight,class,hometown
1,Austin Smellie,G,"6' 5""",185 lbs,SO,"Preston, ID"
2,Tarik Cool,G,"6' 4""",180 lbs,JR,"Chandler, AZ"
3,Malik Porter,F,"6' 5""",205 lbs,JR,"Phoenix, AZ"
4,Chidi Udengwu,F,"6' 7""",200 lbs,SR,"Diamond Bar, CA"
5,Chier Maker,F,"6' 8""",205 lbs,SR,"Sydney, NSW"
10,Lyle Sutton,G,"6' 2""",185 lbs,JR,"Rexburg, ID"
11,Landon Bowman,G,"6' 0""",165 lbs,FR,"Idaho Falls, ID"
12,Nico Aguirre,G,"6' 0""",175 lbs,SO,"Santiago, Chile"
13,Daxton Carr,F,"6' 7""",210 lbs,SO,"Pocatello, ID"
15,Coreyoun Rushin,F,"6' 6""",200 lbs,SO,"Chicago, IL"
20,Balint Mocsan,G,"6' 3""",190 lbs,SR,"Budapest, Hungary"
21,Jared Stutzman,G,"6' 6""",200 lbs,SR,"Idaho Falls, ID"
22,Jaxon Edelmayer,G,"6' 2""",190 lbs,SO,"Rexburg, ID"
23,Houston Wahlen,G,"6' 2""",175 lbs,JR,"Aberdeen, ID"
24,Nick Huston,G,"6' 4""",205 lbs,JR,"Rigby, ID"
25,Brayden Parker,F,"6' 8""",255 lbs,SO,"Preston, ID"
35,Will Reichelt,F,"6' 7""",240 lbs,SR,"Pocatello, ID"
