number,name,position,height,weight,class,hometown
0,Javian Davis,F,"6' 9""",242 lbs,FR,"Canton, MS"
1,Herbert Jones,F,"6' 7""",205 lbs,JR,"Greensboro, AL"
2,Kira Lewis Jr.,G,"6' 3""",165 lbs,SO,"Meridianville, AL"
3,Alex Reese,F,"6' 9""",245 lbs,JR,"Pelham, AL"
4,Juwan Gary,F,"6' 5""",215 lbs,FR,"Columbia, SC"
5,Jaden Shackelford,G,"6' 3""",195 lbs,FR,"Hesperia, CA"
11,James Bolden,G,"6' 0""",160 lbs,SR,"Covington, KY"
12,Jaylen Forbes,G,"6' 4""",186 lbs,FR,"Florence, MS"
13,Jahvon Quinerly,G,"6' 1""",175 lbs,SO,"Hackensack, NJ"
15,Tyler Barnes,F,"6' 8""",201 lbs,JR,"Louisville, KY"
21,Britton Johnson,G,"6' 4""",183 lbs,SO,"Mountain Brook, AL"
23,John Petty Jr.,G,"6' 5""",184 lbs,JR,"Huntsville, AL"
25,Adam Cottrell,G,"6' 3""",185 lbs,FR,"Flowery Branch, GA"
30,Galin Smith,F,"6' 9""",240 lbs,JR,"Clinton, MS"
33,James Rojas,F,"6' 8""",215 lbs,JR,"Jamestown, NY"
34,Sam Okauru,G,"6' 5""",200 lbs,FR,"Raleigh, NC"
35,Raymond Hawkins,F,"6' 9""",240 lbs,FR,"Oakland, CA"
