number,name,position,height,weight,class,hometown
0,D.J. Wilkins,G,"6' 2""",179 lbs,SO,"Merrillville, IN"
1,Samm Jones,G,"5' 11""",196 lbs,JR,"Minneapolis, MN"
2,Tremell Murphy,F,"6' 6""",202 lbs,SR,"Griffith, IN"
3,Garrett Sturtz,G,"6' 3""",175 lbs,SO,"Newton, IA"
4,Anthony Murphy,G,"6' 5""",189 lbs,SR,"Griffith, IN"
10,Okay Djamgouz,G,"6' 5""",170 lbs,FR,"Toronto, ON"
11,Antonio Pilipovic,F,"6' 7""",208 lbs,SR,"Cologne, Germany"
12,Roman Penn,G,"5' 11""",180 lbs,SO,"Calumet City, IL"
13,Issa Samake,F,"6' 7""",200 lbs,FR,"Des Moines, IA"
14,Noah Thomas,G,"6' 2""",163 lbs,JR,"Sydney, NSW"
20,Jonah Jackson,G,"6' 3""",210 lbs,JR,"Merrillville, IN"
21,Liam Robbins,F,"7' 0""",235 lbs,SO,"Davenport, IA"
22,Andrew Barrett,G,"6' 5""",180 lbs,SO,"Rock Island, IL"
23,Joseph Yesufu,G,"6' 0""",215 lbs,FR,"Bolingbrook, IL"
24,Nate Ferguson,F,"6' 7""",195 lbs,FR,"Lemont, IL"
25,Connor Gholson,G,"6' 3""",182 lbs,SO,"Newton, IA"
31,Brady Ernst,F,"6' 10""",230 lbs,SR,"Clinton, IA"
