number,name,position,height,weight,class,hometown
0,Ray Salnave,G,"6' 3""",205 lbs,JR,"Elmont, NY"
1,Gob Gabriel,G,"6' 7""",175 lbs,FR,"Manchester, NH"
2,Melik Martin,F,"6' 6""",200 lbs,JR,"York, PA"
3,Deion Hammond,G,"6' 4""",200 lbs,JR,"Mitchellville, MD"
4,Mustapha Traore,F,"6' 8""",210 lbs,SR,"Philadelphia, PA"
5,George Papas,G,"6' 5""",175 lbs,JR,"Jersey City, NJ"
10,Jarvis Vaughan,F,"6' 9""",225 lbs,FR,"Churchville, VA"
11,Donovann Toatley,G,"5' 9""",185 lbs,SO,"Largo, MD"
13,Marcus McClary,G,"6' 3""",195 lbs,JR,"Linden, NJ"
15,Mike James Jr.,G,"6' 0""",170 lbs,SO,"West Hempstead, NY"
21,Nikkei Rutty,F,"6' 8""",225 lbs,SO,"New Rochelle, NY"
24,Louie Pillari,G,"6' 6""",200 lbs,SR,"Tinton Falls, NJ"
25,Samuel Chaput,G,"6' 0""",175 lbs,SO,"Longueuil, PQ"
33,Jake Glezen,F,"6' 8""",240 lbs,FR,"Wantagh, NY"
44,Sam Ibiezugbe,C,"6' 11""",245 lbs,SR,"Simsbury, CT"
