number,name,position,height,weight,class,hometown
0,Troymain Crosby,G,"6' 4""",200 lbs,JR,"Laurel, MS"
1,Isaiah Attles,G,"6' 2""",170 lbs,JR,"Oakland, CA"
2,Jael Scott,G,"6' 4""",195 lbs,JR,"Charlotte, NC"
3,Corey Tillery,G,"6' 3""",180 lbs,SR,"Atlanta, GA"
4,Anthony Fairley,F,"6' 8""",190 lbs,JR,"Mobile, AL"
5,Dekedran Thorn,G,"6' 4""",165 lbs,FR,"Houston, TX"
10,Kobe Wilson,F,"6' 9""",220 lbs,JR,"Kennesaw, GA"
11,Maurice Howard,G,"6' 1""",190 lbs,SR,"Quincy, FL"
12,Deshaw Andrews,F,"6' 4""",240 lbs,SR,"York, SC"
13,Mathias Nchekwube,F,"6' 8""",190 lbs,SO,"Oakridge, OR"
15,Devin Wade-Henderson,G,"6' 4""",190 lbs,FR,"Minneapolis, MN"
21,Mark Carter,F,"6' 6""",195 lbs,JR,"Los Angeles, CA"
23,Dominic Brewton,G,"6' 3""",185 lbs,FR,"Cincinnati, OH"
24,Arne Morris,G,"6' 3""",190 lbs,JR,"Raleigh, NC"
30,Edrick Alsworth,G,"6' 3""",215 lbs,SR,"Brookhaven, MS"
33,Devon Brewer,F,"6' 8""",260 lbs,SR,"Hiram, GA"
42,Alonzo Campbell,C,"7' 0""",235 lbs,SR,"Portland, OR"
