number,name,position,height,weight,class,hometown
0,Rayquan Evans,G,"6' 4""",210 lbs,JR,"Billings, MT"
1,RaiQuan Gray,F,"6' 8""",260 lbs,SO,"Fort Lauderdale, FL"
2,Anthony Polite,G,"6' 6""",215 lbs,SO,"Lugano, Switzerland"
3,Trent Forrest,G,"6' 4""",210 lbs,SR,"Chipley, FL"
4,Patrick Williams,F,"6' 8""",225 lbs,FR,"Charlotte, NC"
5,Balsa Koprivica,C,"7' 1""",260 lbs,FR,"Belgrade, Serbia"
10,Malik Osborne,F,"6' 9""",215 lbs,SO,"Matteson, IL"
11,Nathanael Jack,G,"6' 5""",195 lbs,JR,"Mississauga, ON"
12,Justin Lindner,G,"6' 1""",180 lbs,JR,"Memphis, TN"
15,Dominik Olejniczak,C,"7' 0""",260 lbs,SR,"Torun, Poland"
20,Travis Light,G,"6' 5""",175 lbs,JR,"Vienna, VA"
23,M.J. Walker,G,"6' 5""",213 lbs,JR,"Riverdale, GA"
24,Devin Vassell,G,"6' 6""",180 lbs,SO,"Suwanee, GA"
30,Harrison Prieto,F,"6' 8""",230 lbs,JR,"Mandeville, LA"
31,Wyatt Wilkes,F,"6' 8""",220 lbs,SO,"Orlando, FL"
33,Will Miles,G,"6' 6""",220 lbs,JR,"Orlando, FL"
42,Cleveland Yates,G,"6' 2""",214 lbs,FR,"Memphis, TN"
44,Ty Hands,G,"6' 5""",180 lbs,FR,"Palm Beach, FL"
