number,name,position,height,weight,class,hometown
0,JC Butler,F,"6' 5""",200 lbs,SO,"Racine, WI"
1,Devin Cole,G,"5' 11""",175 lbs,FR,"Ventura, CA"
2,Justin Hohn,G,"6' 1""",175 lbs,FR,"Sioux Falls, SD"
4,Aiden Krause,G,"6' 4""",198 lbs,FR,"Brisbane, QLD"
5,Isaiah Lee,G,"6' 2""",190 lbs,FR,"Sydney, NSW"
10,Ofure Ujadughele,G,"6' 3""",210 lbs,FR,"Long Beach, CA"
11,John Edgar Jr.,F,"6' 5""",215 lbs,SR,"Chino Hills, CA"
13,Austin Johnson,F,"6' 9""",223 lbs,FR,"Marietta, GA"
14,Evan Leonard,G,"6' 1""",185 lbs,SR,"Cerritos, CA"
15,Jeron Artest,G,"6' 3""",184 lbs,FR,"Scottsdale, AZ"
24,Eyassu Worku,G,"6' 2""",175 lbs,SR,"Artesia, CA"
25,Emmanuel Tshimanga,C,"7' 0""",300 lbs,FR,"Montreal, PQ"
31,Dean Keeler,F,"6' 9""",210 lbs,FR,"Westminster, CA"
40,Collin Welp,F,"6' 9""",215 lbs,SO,"Seattle, WA"
42,Tommy Rutherford,F,"6' 8""",240 lbs,SR,"El Cajon, CA"
55,Brad Greene,C,"6' 11""",270 lbs,JR,"Lone Pine, CA"
