number,name,position,height,weight,class,hometown
0,Payton Moore,G,"6' 4""",205 lbs,SO,"Los Angeles, CA"
1,Josh Parrish,G,"6' 4""",215 lbs,JR,"Arlington, TX"
2,Trey Murphy III,G,"6' 8""",200 lbs,SO,"Durham, NC"
3,Ako Adams,G,"6' 3""",175 lbs,SR,"Washington, DC"
4,Quincy Olivari,G,"6' 2""",190 lbs,FR,"Atlanta, GA"
5,Addison Owen,G,"6' 5""",195 lbs,SR,"Atlanta, GA"
10,Robert Martin,F,"6' 6""",220 lbs,SR,"Pittsburgh, PA"
12,Ben Moffat,F,"6' 8""",225 lbs,FR,"Wichita Falls, TX"
13,Tommy McCarthy,G,"6' 1""",175 lbs,SR,"Rancho Santa Fe, CA"
14,Reed Myers,G,"6' 0""",180 lbs,FR,"Phoenix, AZ"
15,Max Fiedler,F,"6' 10""",235 lbs,FR,"Indialantic, FL"
20,Zach Crisler,F,"6' 9""",215 lbs,FR,"North Wales, PA"
23,Drew Peterson,G,"6' 8""",185 lbs,SO,"Libertyville, IL"
24,Chris Mullins,G,"6' 3""",190 lbs,SO,"Grand Prairie, TX"
35,Tim Harrison,F,"6' 8""",220 lbs,SR,"San Diego, CA"
NA,Malik Ondigo,F,"6' 10""",215 lbs,JR,"El Mirage, AZ"
