number,name,position,height,weight,class,hometown
0,Warren Williams,F,"6' 9""",240 lbs,SO,"Kingston, Jamaica"
1,Matthew Glassman,G,"6' 0""",175 lbs,SO,"Bedford, NH"
2,Ethan Lasko,G,"6' 2""",175 lbs,JR,"Hollywood, FL"
3,Romar Reid,G,"6' 2""",175 lbs,FR,"New Rochelle, NY"
4,Samir Stewart,G,"6' 0""",180 lbs,SO,"Fort Lauderdale, FL"
5,Jesse Boyce,G,"6' 2""",190 lbs,SR,"Thornwood, NY"
10,Nehemiah Mack,G,"6' 1""",190 lbs,JR,"Harrisburg, PA"
11,Daniel Schreier,F,"6' 9""",220 lbs,SO,"Santa Monica, CA"
12,Christian Hinckson,G,"6' 7""",210 lbs,SO,"Queens, NY"
14,Tyler Reynolds,F,"6' 7""",215 lbs,SR,"Syracuse, NY"
15,Michael Okafor,G,"6' 4""",200 lbs,JR,"Toronto, ON"
20,Alex Scariolo,G,"6' 3""",180 lbs,FR,"Marbella, Spain"
21,Tony Hastings,G,"5' 11""",180 lbs,FR,"New City, NY"
23,Tykei Greene,G,"6' 4""",205 lbs,SO,"Queens, NY"
24,Ebube Ebube,F,"6' 7""",220 lbs,JR,"San Juan, Puerto Rico"
25,Brendan Cama,F,"6' 4""",200 lbs,FR,"New Rochelle, NY"
30,Elijah Buchanan,G,"6' 5""",190 lbs,SO,"Bronx, NY"
31,Adam Cisse,C,"6' 10""",220 lbs,FR,"Bronx, NY"
32,Kevin Salis,F,"6' 6""",210 lbs,JR,"Cornwall, NY"
33,Pauly Paulicap,F,"6' 8""",220 lbs,SR,"Elmont, NY"
55,Darryl Parsons Jr.,G,"6' 0""",180 lbs,FR,"Atlanta, GA"
