number,name,position,height,weight,class,hometown
0,Carlos Dotson,F,"6' 7""",270 lbs,SR,"Riverdale, MD"
1,Travion McCray,G,"6' 1""",176 lbs,FR,"Timmonsville, SC"
2,Matt Halvorsen,G,"6' 1""",174 lbs,JR,"Kingsport, TN"
3,Jason McMillan,G,"5' 11""",160 lbs,SR,"Cherokee, NC"
4,Tyler Harris,G,"6' 7""",186 lbs,FR,"Charlotte, NC"
5,D.J. Myers,F,"6' 6""",200 lbs,SO,"Raleigh, NC"
10,Douglas Elks,G,"6' 4""",189 lbs,SO,"Raleigh, NC"
11,Mason Faulkner,G,"6' 1""",181 lbs,JR,"Glasgow, KY"
13,Xavier Cork,F,"6' 9""",225 lbs,FR,"Sulphur Springs, TX"
14,Kameron Gibson,G,"6' 3""",186 lbs,SO,"Cincinnati, OH"
21,Marcus Thomas,G,"6' 3""",180 lbs,JR,"Mint Hill, NC"
23,Malik McCrimmon,G,"5' 10""",176 lbs,JR,"Robbins, NC"
25,Ahmir Langlais,F,"6' 7""",210 lbs,FR,"Atlanta, GA"
33,Onno Steger,F,"6' 5""",205 lbs,SR,"Upper Arlington, OH"
44,Adam Sledd,F,"6' 8""",220 lbs,SR,"Roanoke, VA"
