number,name,position,height,weight,class,hometown
0,Josh Jefferson,G,"6' 2""",190 lbs,SR,"New Albany, IN"
1,Amari Davis,G,"6' 3""",170 lbs,FR,"Trotwood, OH"
2,PJ Pipes,G,"6' 2""",190 lbs,JR,"Woodridge, IL"
3,Japannah Kellogg III,G,"6' 8""",190 lbs,FR,"Ames, IA"
4,Jiovanni Miles,G,"6' 2""",190 lbs,FR,"Novi, MI"
5,Lucas Stieber,G,"6' 3""",185 lbs,FR,"Green Bay, WI"
10,ShanQuan Hemphill,F,"6' 6""",190 lbs,SR,"Gary, IN"
11,JayQuan McCloud,G,"6' 2""",195 lbs,SR,"North Chicago, IL"
12,Josh McNair,F,"6' 6""",220 lbs,SR,"Thornton, CO"
13,Trevian Bell,G,"6' 7""",205 lbs,JR,"Joliet, IL"
15,Manny Patterson,F,"6' 8""",220 lbs,JR,"Chicago, IL"
21,Kameron Hankerson,G,"6' 5""",200 lbs,SR,"Novi, MI"
30,Hunter Crist,G,"6' 3""",190 lbs,JR,"Cicero, IN"
33,Cody Schwartz,G,"6' 9""",220 lbs,SR,"De Pere, WI"
34,Will Chevalier,F,"6' 9""",240 lbs,SO,"Kimberly, WI"
