number,name,position,height,weight,class,hometown
0,Campbell Donovan,G,"5' 11""",180 lbs,JR,"Fort Wayne, IN"
1,Jordan Tucker,F,"6' 7""",220 lbs,JR,"White Plains, NY"
2,Aaron Thompson,G,"6' 2""",190 lbs,JR,"Glenn Dale, MD"
3,Kamar Baldwin,G,"6' 1""",190 lbs,SR,"Winder, GA"
4,Khalif Battle,G,"6' 5""",175 lbs,FR,"Edison, NJ"
10,Bryce Nze,F,"6' 7""",235 lbs,JR,"Hartland, WI"
20,Henry Baddley,G,"6' 4""",185 lbs,SR,"Wadsworth, OH"
21,Derrik Smits,C,"7' 1""",235 lbs,SR,"Zionsville, IN"
22,Sean McDermott,F,"6' 6""",195 lbs,SR,"Anderson, IN"
24,Markeese Hastings,F,"6' 7""",200 lbs,FR,"Wyoming, MI"
25,Christian David,F,"6' 6""",210 lbs,JR,"Milton, ON"
30,Mike Parker,F,"6' 6""",215 lbs,FR,"Wilmington, NC"
33,Bryce Golden,F,"6' 9""",245 lbs,SO,"Winchester, VA"
35,John-Michael Mulloy,F,"6' 10""",225 lbs,FR,"Carmel, IN"
