number,name,position,height,weight,class,hometown
1,Caleb Simmons,G,"6' 6""",195 lbs,JR,"Vallejo, CA"
2,Brae Ivey,G,"6' 2""",185 lbs,SR,"Huntington Beach, CA"
4,Zach Chappell,G,"6' 3""",175 lbs,SO,"Sacramento, CA"
5,Isaiah Nichols,G,"6' 5""",180 lbs,SR,"Oxnard, CA"
10,Omari Moore,G,"6' 6""",185 lbs,FR,"Pasadena, CA"
11,Christian Anigwe,F,"6' 9""",215 lbs,SO,"Phoenix, AZ"
12,Eduardo Lane,F,"6' 10""",250 lbs,JR,"Aquidauana, Brazil"
13,Seneca Knight,G,"6' 6""",190 lbs,SO,"Lafayette, LA"
14,Samuel Japhet-Mathias,C,"6' 11""",280 lbs,JR,"London, England"
21,Kaison Hammonds,G,"6' 4""",170 lbs,SO,"Highlands Ranch, CO"
22,Richard Washington,G,"6' 6""",185 lbs,JR,"Newport News, VA"
25,Craig LeCesne,F,"6' 9""",225 lbs,SR,"Malmo, Sweden"
35,Ralph Agee,F,"6' 8""",220 lbs,JR,"Victorville, CA"
44,Trey Smith,G,"6' 3""",175 lbs,SO,"Cypress, CA"
50,Harminder Dhaliwal,F,"6' 10""",240 lbs,FR,"Laguna Niguel, CA"
