number,name,position,height,weight,class,hometown
0,Ethan Brittain-Watts,G,"6' 2""",180 lbs,FR,"Indianapolis, IN"
1,Garrett Pascoe,G,"6' 3""",180 lbs,SO,"Concord, CA"
3,Alex Vilarino,G,"6' 2""",180 lbs,SO,"Mckinney, TX"
5,Walter Whyte,G,"6' 6""",210 lbs,SO,"New Haven, CT"
13,Daman Tate,G,"6' 5""",190 lbs,FR,"Roxbury, MA"
14,Andrew Petcash,G,"6' 4""",200 lbs,JR,"Pittsburgh, PA"
15,Jonas Harper,G,"6' 2""",190 lbs,SO,"Stamford, CT"
20,Tarkan Taboglu,G,"6' 2""",85 lbs,FR,"San Diego, CA"
25,Adam Mikula,G,"6' 2""",185 lbs,SR,"East Boston, MA"
30,Javante McCoy,G,"6' 5""",180 lbs,JR,"Milwaukee, WI"
31,Michael Quinn,G,"6' 0""",180 lbs,FR,"Taunton, MA"
32,Jack Hemphill,F,"6' 9""",230 lbs,SO,"Raleigh, NC"
34,Tim Uzoegbu,F,"6' 4""",185 lbs,FR,"Medway, MA"
35,Fletcher Tynen,G,"6' 7""",195 lbs,SO,"Torrance, CA"
41,Sukhmail Mathon,F,"6' 10""",225 lbs,JR,"Shavertown, PA"
51,Max Mahoney,F,"6' 8""",235 lbs,SR,"Basking Ridge, NJ"
