number,name,position,height,weight,class,hometown
0,KJ Johnson,G,"6' 1""",154 lbs,FR,"Lewisburg, TN"
1,Greg Jones,G,"6' 3""",195 lbs,SO,"Frisco, TX"
2,Andrew Fleming,G,"6' 5""",205 lbs,SR,"Nashville, TN"
3,Michael Buckland,G,"6' 5""",197 lbs,SR,"High Point, NC"
4,Jaxson Strates,F,"6' 9""",210 lbs,FR,"Winter Park, FL"
5,Kaleb Coleman,F,"6' 6""",204 lbs,FR,"Orlando, FL"
10,Jake Wolfe,G,"6' 5""",197 lbs,SO,"Aurora, IL"
11,Alex Jones,G,"5' 10""",170 lbs,SO,"Alpharetta, GA"
12,Carson Cary,G,"6' 0""",158 lbs,FR,"Columbia, TN"
13,Parker Hazen,F,"6' 7""",201 lbs,JR,"Columbia City, IN"
14,Tanner Shulman,G,"6' 4""",198 lbs,FR,"Chattanooga, TN"
20,John Matt Merritt,G,"6' 1""",170 lbs,JR,"Nashville, TN"
22,Jacob Hobbs,F,"6' 7""",190 lbs,FR,"Elizabethtown, KY"
23,Ahsan Asadullah,C,"6' 8""",265 lbs,SO,"Atlanta, GA"
25,Miles Miller,G,"6' 2""",168 lbs,FR,"Meridian, MS"
35,Luke Howard,F,"6' 7""",192 lbs,FR,"Abbotsford, BC"
