number,name,position,height,weight,class,hometown
0,David Nickelberry,G,"6' 7""",210 lbs,JR,"Orlando, FL"
1,Gabe Grant,F,"6' 6""",226 lbs,SR,"Chicago, IL"
2,Antwain Johnson,G,"6' 2""",202 lbs,SR,"Greenwood, FL"
3,Jayvon Graves,G,"6' 3""",200 lbs,JR,"Malvern, OH"
4,Davonta Jordan,G,"6' 2""",190 lbs,SR,"Cocoa, FL"
5,Savion Gallion,G,"6' 4""",185 lbs,FR,"Washington, DC"
10,Ronaldo Segu,G,"6' 0""",160 lbs,SO,"Orlando, FL"
11,Jeenathan Williams,F,"6' 5""",200 lbs,SO,"Rochester, NY"
20,Patrick Moore,G,"6' 3""",210 lbs,SR,"Fredonia, NY"
21,Dominic Johnson,F,"6' 5""",230 lbs,JR,"Windsor, ON"
22,LaQuill Hardnett,F,"6' 8""",200 lbs,FR,"Nottingham, MD"
23,Jamon Bivens,G,"6' 3""",190 lbs,JR,"Atlanta, GA"
24,Tra'Von Fagan,F,"6' 8""",197 lbs,JR,"Waterloo, IA"
31,Giambattista Davis,G,"6' 3""",216 lbs,SR,"Buffalo, NY"
34,Josh Mballa,F,"6' 7""",217 lbs,SO,"Bordeaux, France"
41,Brock Bertram,C,"6' 11""",247 lbs,JR,"Apple Valley, MN"
42,David Skogman,C,"6' 10""",221 lbs,FR,"Waukesha, WI"
