number,name,position,height,weight,class,hometown
0,Jake Hendricks,G,"6' 5""",170 lbs,SR,"Smithfield, UT"
2,A.J. Banks,G,"6' 2""",163 lbs,SR,"Las Vegas, NV"
3,Kwane Marble II,G,"6' 6""",195 lbs,FR,"Denver, CO"
5,Haize Fornstrom,G,"6' 4""",185 lbs,SO,"Pine Bluffs, WY"
10,Hunter Thompson,F,"6' 10""",235 lbs,SO,"Pine Bluffs, WY"
11,Trevon Taylor,G,"6' 6""",197 lbs,SO,"Chesapeake, VA"
12,Greg Milton III,G,"6' 3""",185 lbs,SO,"Elk Grove, CA"
13,Brandon Porter,F,"6' 8""",193 lbs,SO,"Virginia Beach, VA"
14,Austin Mueller,F,"6' 6""",210 lbs,SO,"Highlands Ranch, CO"
15,Tyler Morman,F,"6' 9""",220 lbs,JR,"Mableton, GA"
22,Kenny Foster,G,"6' 5""",190 lbs,FR,"Aurora, CO"
24,Hunter Maldonado,G,"6' 7""",200 lbs,SO,"Colorado Springs, CO"
31,Javier Turner,F,"6' 11""",230 lbs,FR,"Omaha, NE"
55,Danny Gosar,G,"6' 4""",180 lbs,FR,"Pinedale, WY"
