number,name,position,height,weight,class,hometown
0,Juvaris Hayes,G,"6' 0""",195 lbs,SR,"Paterson, NJ"
1,Khalief Crawford,G,"6' 1""",195 lbs,JR,"Linden, NJ"
3,Mykel Derring,G,"6' 2""",180 lbs,FR,"Boston, MA"
4,Ethan Helwig,G,"6' 4""",185 lbs,FR,"Aurora, IL"
5,Mikey Watkins,G,"5' 11""",175 lbs,SO,"Roselle, NJ"
10,Jaylen Davis,G,"6' 3""",195 lbs,FR,"Deer Park, NY"
11,Ryan Miller,G,"6' 2""",185 lbs,SO,"Weston, MA"
12,Matthew Chang,G,"6' 3""",200 lbs,SO,"Boxford, MA"
13,Jaleel Lord,G,"6' 4""",170 lbs,SR,"Jersey City, NJ"
14,Devin Jensen,G,"6' 5""",225 lbs,JR,"Brielle, NJ"
15,Idris Joyner,F,"6' 5""",230 lbs,SR,"Plainfield, NJ"
22,Jordan Minor,F,"6' 8""",220 lbs,FR,"Kingston, MA"
23,Ziggy Reid,G,"6' 6""",235 lbs,FR,"Baltimore, MD"
24,Jordan McKoy,G,"6' 5""",180 lbs,FR,"Westwood, NJ"
31,Justin Connolly,F,"6' 7""",210 lbs,SO,"Melrose, MA"
34,Aaron Jaynes,F,"6' 6""",220 lbs,SO,"Framingham, MA"
