number,name,position,height,weight,class,hometown
0,Demond Robinson,F,"6' 8""",255 lbs,FR,"Montgomery, AL"
1,DaQuan Smith,G,"6' 1""",185 lbs,FR,"Holly Springs, MS"
2,Chico Carter Jr.,G,"6' 2""",190 lbs,FR,"Columbia, SC"
4,Noah Kamba,G,"6' 2""",180 lbs,FR,"Lynn, MA"
10,Tevin Brown,G,"6' 5""",175 lbs,SO,"Fairhope, AL"
11,Matthew Smith,F,"6' 6""",225 lbs,FR,"Charlotte, NC"
13,Devin Gilmore,F,"6' 6""",200 lbs,JR,"Picayune, MS"
14,Jaiveon Eaves,G,"6' 2""",205 lbs,SR,"Madisonville, KY"
22,Brion Whitley,G,"6' 4""",200 lbs,JR,"Sarasota, FL"
23,KJ Williams,F,"6' 10""",245 lbs,SO,"Cleveland, MS"
24,Anthony Smith,F,"6' 7""",225 lbs,SR,"Suitland, MD"
25,Rod Thomas,G,"6' 0""",183 lbs,FR,"Paducah, KY"
32,Darnell Cowart,F,"6' 8""",280 lbs,SR,"Chicago, IL"
45,Jason Holliday,G,"6' 4""",200 lbs,JR,"Baton Rouge, LA"
