number,name,position,height,weight,class,hometown
0,David Mitchell,G,"6' 6""",200 lbs,SO,"Roxbury, MA"
1,Dan Friday,G,"6' 4""",220 lbs,FR,"Detroit, MI"
2,Brandon Anderson,G,"6' 1""",170 lbs,SR,"Mahwah, NJ"
3,Carsten Kogelnik,F,"6' 6""",210 lbs,FR,"Bethesda, MD"
4,EJ Perry,G,"6' 2""",210 lbs,JR,"Andover, MA"
5,Joshua Howard,F,"6' 6""",205 lbs,SR,"Charlotte, NC"
10,Davis Franks,F,"6' 8""",205 lbs,SO,"New York, NY"
11,George Mawanda-Kalema,G,"6' 3""",180 lbs,JR,"Burke, VA"
13,Josh Watts,G,"6' 4""",190 lbs,FR,"Beltsville, MD"
15,Jake Shaper,G,"6' 3""",195 lbs,JR,"Houston, TX"
20,Zach Hunsaker,G,"6' 2""",185 lbs,SR,"North Salt Lake, UT"
21,Christian Berardi,G,"6' 0""",--,FR,"North Providence, RI"
22,Jaylan Gainey,F,"6' 9""",190 lbs,SO,"Greensboro, NC"
23,Perry Cowan,G,"6' 4""",200 lbs,FR,"Chicago, IL"
25,Tamenang Choh,F,"6' 5""",210 lbs,JR,"Lowell, MA"
44,Matt DeWolf,F,"6' 9""",230 lbs,JR,"Barrington, RI"
NA,Noah Meren,G,"6' 5""",200 lbs,JR,"Providence, RI"
