number,name,position,height,weight,class,hometown
1,Bryan Antoine,G,"6' 5""",175 lbs,FR,"Tinton Falls, NJ"
2,Collin Gillespie,G,"6' 3""",191 lbs,JR,"Huntingdon Valley, PA"
3,Brandon Slater,F,"6' 7""",202 lbs,SO,"Centreville, VA"
4,Chris Arcidiacono,G,"6' 5""",197 lbs,FR,"Langhorne, PA"
5,Justin Moore,G,"6' 4""",210 lbs,FR,"Fort Washington, MD"
10,Cole Swider,F,"6' 9""",219 lbs,SO,"Portsmouth, RI"
12,Tim Saunders,G,"6' 4""",200 lbs,SR,"Del Mar, CA"
14,Caleb Daniels,G,"6' 4""",205 lbs,SO,"New Orleans, LA"
20,Kevin Hoehn,G,"6' 1""",180 lbs,JR,"Morristown, NJ"
21,Dhamir Cosby-Roundtree,F,"6' 9""",228 lbs,JR,"Philadelphia, PA"
23,Jermaine Samuels,F,"6' 7""",222 lbs,JR,"Franklin, MA"
24,Jeremiah Robinson-Earl,F,"6' 9""",232 lbs,FR,"Overland Park, KS"
41,Saddiq Bey,F,"6' 8""",216 lbs,SO,"Largo, MD"
43,Eric Dixon,F,"6' 8""",270 lbs,FR,"Willow Grove, PA"
