number,name,position,height,weight,class,hometown
0,Shane Gatling,G,"6' 2""",181 lbs,SR,"Baldwin, NY"
1,Tyler Bey,G,"6' 7""",218 lbs,JR,"Las Vegas, NV"
2,Daylen Kountz,G,"6' 4""",185 lbs,SO,"Denver, CO"
3,Maddox Daniels,G,"6' 6""",200 lbs,JR,"Suwanee, GA"
5,D'Shawn Schwartz,G,"6' 7""",226 lbs,JR,"Colorado Springs, CO"
10,Alexander Strating,F,"6' 7""",227 lbs,JR,"Wassenaar, Netherlands"
11,Keeshawn Barthelemy,G,"6' 2""",165 lbs,FR,"Montreal, PQ"
12,AJ Martinka,G,"6' 5""",195 lbs,JR,"Stanwood, WA"
15,Jakub Dombek,F,"6' 11""",190 lbs,FR,"Ostrava, Czech Republic"
21,Evan Battey,F,"6' 8""",264 lbs,SO,"View Park, CA"
23,Lucas Siewert,F,"6' 10""",230 lbs,SR,"Joinville, Brazil"
24,Eli Parquet,G,"6' 3""",192 lbs,SO,"Beaumont, TX"
25,McKinley Wright IV,G,"6' 0""",195 lbs,JR,"North Robbinsdale, MN"
30,Frank Ryder,F,"6' 10""",240 lbs,JR,"Boulder, CO"
33,Aidan McQuade,G,"6' 2""",185 lbs,JR,"Loveland, CO"
34,Benan Ersek,G,"6' 2""",170 lbs,SO,"Vienna, Austria"
35,Dallas Walton,F,"7' 0""",235 lbs,JR,"Arvada, CO"
