number,name,position,height,weight,class,hometown
0,Isaiah Felder,G,"6' 0""",180 lbs,SR,"Orangeburg, SC"
1,Tariq Simmons,G,"6' 3""",200 lbs,JR,"Columbia, SC"
2,Tashombe Riley,F,"6' 7""",210 lbs,SR,"Orangeburg, SC"
3,Rayshawn Neal,G,"5' 10""",205 lbs,JR,"Greenville, SC"
4,Zacchaeus Sellers,G,"6' 1""",175 lbs,SR,"Cheraw, SC"
5,Ozante Fields,F,"6' 7""",225 lbs,SR,"Denmark, SC"
10,Rahsaan Edwards,G,"6' 0""",205 lbs,FR,"Hagerstown, MD"
11,Armani Hill,F,"6' 7""",225 lbs,SR,"Rock Hill, SC"
12,Omar Croskey,G,"6' 5""",200 lbs,FR,"Sumter, SC"
14,Jahmari Etienne,G,"6' 3""",190 lbs,SR,"Atlanta, GA"
15,Trushaun Moorer,G,"6' 2""",190 lbs,JR,"Summerville, SC"
20,Robert Flint Jr.,G,"6' 2""",205 lbs,SR,"Greenville, SC"
21,David Bottenberg,F,"6' 8""",220 lbs,SR,"Rockville, MD"
22,Quamain Nelson,F,"6' 7""",215 lbs,JR,"Great Falls, SC"
23,Shaquan Davis,F,"6' 5""",210 lbs,FR,"Summerville, SC"
24,Ian Kinard,F,"6' 8""",215 lbs,SR,"Livermore Falls, ME"
35,Damani Applewhite,F,"6' 8""",200 lbs,SR,"Fayetteville, NC"
55,Elafayette Stone,F,"6' 10""",325 lbs,JR,"Clinton, SC"
