number,name,position,height,weight,class,hometown
0,CJ Felder,F,"6' 7""",230 lbs,FR,"Sumter, SC"
1,Jairus Hamilton,F,"6' 8""",234 lbs,SO,"Charlotte, NC"
2,Julian Rishwain,G,"6' 5""",190 lbs,FR,"Sherman Oaks, CA"
3,Jared Hamilton,G,"6' 4""",203 lbs,SR,"Charlotte, NC"
4,Makai Ashton-Langford,G,"6' 3""",185 lbs,JR,"Worcester, MA"
5,Jay Heath,G,"6' 3""",175 lbs,FR,"Washington, DC"
10,Wynston Tabbs,G,"6' 2""",193 lbs,SO,"Suitland, MD"
11,Derryck Thornton,G,"6' 3""",195 lbs,SR,"Los Angeles, CA"
13,Luka Kraljevic,F,"6' 10""",228 lbs,JR,"Domzale, Slovenia"
14,Kamari Williams,F,"6' 7""",200 lbs,FR,"Sandy Spring, MD"
21,Nik Popovic,F,"6' 11""",253 lbs,SR,"Banja Luka, Bosnia & Herzegovina"
22,Matt DiLuccio,G,"5' 11""",180 lbs,SR,"Rockville Centre, NY"
23,Andrew Kenny,F,"6' 6""",205 lbs,FR,"Seattle, WA"
24,Chris Herren Jr.,G,"6' 3""",174 lbs,SO,"Portsmouth, RI"
25,Jonathan Noel,G,"6' 2""",195 lbs,FR,"Everett, MA"
30,Sam Holtze,G,"5' 10""",150 lbs,JR,"Manhattan Beach, CA"
34,Will Jackowitz,F,"6' 8""",205 lbs,JR,"Wellesley, MA"
41,Steffon Mitchell,F,"6' 8""",220 lbs,JR,"Shakopee, MN"
