number,name,position,height,weight,class,hometown
0,Miryne Thomas,F,"6' 8""",200 lbs,SO,"Cleveland, OH"
1,K.J. Walton,G,"6' 3""",200 lbs,SR,"Indianapolis, IN"
2,Luke Bumbalough,G,"6' 1""",175 lbs,FR,"New Castle, IN"
3,Josh Thompson,G,"6' 0""",194 lbs,SR,"Indianapolis, IN"
4,Lucas Kroft,G,"6' 5""",195 lbs,FR,"Fort Wayne, IN"
5,Ishmael El-Amin,G,"6' 1""",195 lbs,JR,"Minneapolis, MN"
11,Jarron Coleman,G,"6' 5""",208 lbs,FR,"Indianapolis, IN"
12,Brachen Hazen,F,"6' 8""",211 lbs,JR,"Columbia City, IN"
13,Kani Acree,G,"6' 6""",205 lbs,FR,"Carbondale, IL"
14,Kyle Mallers,F,"6' 7""",217 lbs,SR,"Fort Wayne, IN"
15,Zach Gunn,F,"6' 6""",210 lbs,JR,"Fishers, IN"
25,Tahjai Teague,F,"6' 8""",215 lbs,SR,"Indianapolis, IN"
34,Ben Hendriks,C,"6' 10""",205 lbs,FR,"Mississauga, AB"
44,Blake Huggins,C,"6' 10""",245 lbs,SO,"Union City, TN"
