number,name,position,height,weight,class,hometown
0,A.J. Lawson,G,"6' 6""",178 lbs,SO,"Toronto, ON"
1,T.J. Moss,G,"6' 4""",195 lbs,FR,"Memphis, TN"
2,Trey Anderson,F,"6' 6""",203 lbs,FR,"San Diego, CA"
4,Jalyn McCreary,F,"6' 7""",225 lbs,FR,"Marietta, GA"
5,Jermaine Couisnard,G,"6' 4""",211 lbs,FR,"East Chicago, IN"
10,Justin Minaya,F,"6' 6""",215 lbs,SO,"Harrington Park, NJ"
12,Trae Hannibal,G,"6' 2""",217 lbs,FR,"Hartsville, SC"
13,Micaiah Henry,F,"6' 9""",235 lbs,SR,"Decatur, GA"
14,Nathan Nelson,F,"6' 6""",189 lbs,SO,"Murfreesboro, TN"
15,Wildens Leveque,F,"6' 11""",230 lbs,FR,"Brockton, MA"
20,Alanzo Frink,F,"6' 7""",260 lbs,SO,"Jersey City, NJ"
21,Maik Kotsar,F,"6' 11""",270 lbs,SR,"Tallin, Estonia"
23,Mike Green,G,"6' 1""",188 lbs,FR,"Myrtle Beach, SC"
24,Keyshawn Bryant,F,"6' 5""",197 lbs,SO,"Winter Haven, FL"
25,Seventh Woods,G,"6' 2""",189 lbs,SR,"Columbia, SC"
52,Jair Bolden,G,"6' 3""",215 lbs,JR,"Brooklyn, NY"
