number,name,position,height,weight,class,hometown
0,Kevin Norman,F,"6' 4""",200 lbs,JR,"Alexandria, LA"
1,Tyreese Davis,G,"6' 6""",210 lbs,SO,"Kansas City, MO"
2,Corey Romich,G,"6' 4""",205 lbs,JR,"Groton, MA"
3,David Bell,C,"6' 10""",225 lbs,SR,"Cleveland, OH"
5,DeAnthony McCallum,G,"6' 4""",180 lbs,SR,"Cincinnati, OH"
10,Aamahne Santos,G,"5' 10""",165 lbs,SR,"Dorchester, MA"
11,Trey Sides,G,"6' 1""",170 lbs,FR,"Phillipsburg, KS"
12,Kevion Nolan,G,"6' 2""",170 lbs,JR,"Anniston, AL"
13,Bryce Workman,F,"6' 7""",230 lbs,SO,"Tampa, FL"
14,Mo Arnold,G,"6' 2""",180 lbs,FR,"Picayune, MS"
15,Donovan Forte,F,"6' 7""",220 lbs,SO,"Cleveland, OH"
21,Derrick Flowers,G,"6' 4""",200 lbs,JR,"Frisco, TX"
22,Diante Wood,G,"6' 4""",210 lbs,FR,"Anniston, AL"
23,Destin Barnes,G,"6' 7""",215 lbs,JR,"Chicago, IL"
34,Thomas Owen,G,"6' 4""",185 lbs,SO,"Dunwoody, GA"
