number,name,position,height,weight,class,hometown
0,Tareq Coburn,G,"6' 5""",205 lbs,SR,"Queens, NY"
1,Caleb Burgess,G,"6' 3""",170 lbs,FR,"Winston-salem, NC"
2,Omar Silverio,G,"6' 3""",200 lbs,SO,"Santiago-caballero, Dominican Republic"
3,Jermaine Miranda,G,"6' 4""",190 lbs,FR,"Juncos, Puerto Rico"
4,Desure Buie,G,"5' 11""",160 lbs,SR,"Bronx, NY"
5,Eli Pemberton,G,"6' 5""",195 lbs,SR,"Middletown, CT"
11,Hal Hughes,F,"6' 9""",220 lbs,SO,"Sydney, NSW"
12,Carl Gibson Jr.,G,"6' 2""",170 lbs,FR,"Cherry Hill, NJ"
14,Kevin Schutte,F,"6' 9""",235 lbs,JR,"Zwolle, Netherlands"
15,Stafford Trueheart,F,"6' 8""",205 lbs,SR,"Lancaster, NY"
20,Jalen Ray,G,"6' 2""",175 lbs,JR,"Hampton, VA"
23,Kvonn Cramer,F,"6' 6""",205 lbs,FR,"Wilmington, DE"
24,Connor Klementowicz,G,"6' 2""",210 lbs,SR,"Freehold, NJ"
32,Isaac Kante,F,"6' 7""",240 lbs,JR,"Brooklyn, NY"
