number,name,position,height,weight,class,hometown
0,Isaiah White,G,"6' 7""",205 lbs,JR,"Rancho Cucamonga, CA"
2,Jamison Overton,G,"6' 6""",190 lbs,JR,"San Diego, CA"
3,TJ Washington,G,"6' 0""",175 lbs,SR,"Tulsa, OK"
4,Emmanuel Olojakpoke,F,"6' 8""",190 lbs,SR,"Houston, TX"
5,Cavit Havsa,G,"6' 4""",165 lbs,JR,"Istanbul, Turkey"
10,Travis Wagstaff,F,"6' 7""",185 lbs,FR,"Salt Lake City, UT"
11,Brandon Averette,G,"5' 11""",185 lbs,JR,"Richardson, TX"
13,Brandon Morley,C,"7' 0""",235 lbs,SR,"South Jordan, UT"
15,Jacob Heese,F,"6' 3""",200 lbs,SO,"Las Vegas, NV"
20,Bradley Kitchen,G,--,--,SO,--
21,Fardaws Aimaq,F,"6' 11""",245 lbs,SO,"Vancouver, BC"
22,Casdon Jardine,G,"6' 7""",218 lbs,JR,"Twin Falls, ID"
24,Trey Woodbury,G,"6' 4""",200 lbs,SO,"Las Vegas, NV"
32,Lewis Johnson,G,"6' 5""",193 lbs,FR,"Centerville, UT"
