number,name,position,height,weight,class,hometown
0,Holden Redparth,G,"6' 5""",215 lbs,JR,"Rockville, MD"
1,Tavon King,G,"5' 11""",175 lbs,JR,"Gates, TN"
2,Christian Agnew,G,"6' 2""",190 lbs,SO,"Detroit, MI"
3,Jamari Blackmon,G,"6' 1""",205 lbs,SO,"Hoover, AL"
4,Logan Windeler,F,"6' 9""",195 lbs,SO,"Manteno, IL"
5,Mervin James,F,"6' 7""",215 lbs,FR,"St. Thomas, Virgin Islands"
11,C.J. Brim,G,"5' 9""",170 lbs,JR,"Tupelo, MS"
13,James Anderson II,F,"6' 5""",200 lbs,JR,"Roswell, GA"
14,Payton Youngblood,F,"6' 5""",200 lbs,JR,"Birmingham, AL"
15,Cameron Diggs,F,"6' 8""",220 lbs,SR,"Mobile, AL"
21,Emanuel Littles,F,"6' 7""",215 lbs,SO,"Lanett, AL"
22,Austin Meloche,G,"6' 1""",180 lbs,FR,"Palm Harbor, FL"
24,Aleksa Matic,G,"6' 4""",210 lbs,SO,"Belgrade, Serbia"
35,Abdul Ahmad,C,"6' 9""",220 lbs,FR,"Torrance, CA"
