number,name,position,height,weight,class,hometown
0,Cameron Satterwhite,G,"6' 4""",172 lbs,JR,"Gilbert, AZ"
1,Charles Burns,G,"6' 0""",150 lbs,FR,"Lolo, MT"
2,Ajang Aguek,F,"6' 8""",180 lbs,FR,"Glendale, AZ"
3,David Cummard,G,"6' 0""",200 lbs,SO,"Mesa, AZ"
10,Bernie Andre,F,"6' 7""",205 lbs,FR,"North Miami Beach, FL"
10,Bernie Andre,F,"6' 6""",210 lbs,JR,"North Miami Beach, FL"
11,Jackson Larsen,F,"6' 7""",192 lbs,FR,"El Cajon, CA"
13,Keith Haymon,F,"6' 7""",195 lbs,FR,"Cypress, TX"
14,Isaiah Lewis,G,"6' 6""",195 lbs,FR,"Little Elm, TX"
15,Nik Mains,F,"6' 8""",215 lbs,SO,"Scottsdale, AZ"
20,Cameron Shelton,G,"6' 2""",180 lbs,SO,"Chino, CA"
21,Luke Avdalovic,G,"6' 5""",195 lbs,SO,"Folsom, CA"
22,Brooks DeBisschop,F,"6' 9""",245 lbs,SR,"West Linn, OR"
32,Chris Bowling,G,"6' 7""",195 lbs,SR,"Gilbert, AZ"
33,Adrease Jackson,F,"6' 8""",220 lbs,JR,"Ladera Ranch, CA"
34,Ted McCree,G,"6' 5""",171 lbs,SR,"Detroit, MI"
