number,name,position,height,weight,class,hometown
1,Tyrese Potoma,G,"5' 11""",185 lbs,SO,"Regina, SK"
2,Kasheem Thomas,G,"6' 0""",185 lbs,SR,"Montreal, PQ"
3,Craig Beaudion,G,"6' 3""",170 lbs,JR,"Chicago, IL"
4,Franklynn Penn Jr.,G,"6' 3""",190 lbs,JR,"Tortola, British Virgin Islands"
5,Tre Gomillion,G,"6' 4""",215 lbs,SO,"Augusta, GA"
10,Hugo Ferreira,G,"6' 1""",165 lbs,FR,"Porto, Portugal"
12,Algevon Eichelberger,F,"6' 8""",250 lbs,JR,"Saginaw, MI"
15,Daylen Williams,F,"6' 8""",195 lbs,FR,"Los Angeles, CA"
22,Jaalam Hill,F,"6' 7""",225 lbs,SR,"Louisville, KY"
24,Torrey Patton,G,"6' 5""",195 lbs,JR,"Dayton, OH"
33,Jalen Williams,F,"6' 8""",240 lbs,SR,"Greenville, SC"
35,Deante Johnson,F,"6' 9""",210 lbs,SO,"Detroit, MI"
