number,name,position,height,weight,class,hometown
0,Leslie Nkereuwem,F,"6' 7""",215 lbs,FR,"Lawrenceville, GA"
1,Christian Wilson,F,"6' 6""",195 lbs,SO,"Queens, NY"
2,Kamil Chapman,G,"6' 1""",185 lbs,SO,"Charlotte, NC"
2,Nate Lliteras,G,--,--,FR,--
3,Shabooty Phillips,G,"6' 1""",185 lbs,SR,"Houston, TX"
4,Jaylon Wilson,G,"6' 3""",190 lbs,SR,"Moore, OK"
5,Pernell Adgei,F,"6' 8""",220 lbs,JR,"Dumfries, VA"
5,Bennett Mohn,F,"6' 6""",175 lbs,FR,"Austin, TX"
10,Ilija Stefanovic,F,"6' 10""",200 lbs,JR,"Novi Sad, Serbia"
11,Sean Flood,G,"6' 2""",170 lbs,SR,"Dublin, Ireland"
12,Joey Lipp,F,"6' 6""",190 lbs,FR,"Woodland Hills, CA"
13,Heru Bligen,G,"6' 3""",180 lbs,FR,"Prince Georges Metro C, MD"
14,Abraham Deng,F,"6' 11""",225 lbs,FR,"Juba, South Sudan"
20,Jordan Cintron,F,"6' 8""",220 lbs,JR,"Bronx, NY"
21,JaShaun Smith,F,"6' 5""",200 lbs,SR,"Raleigh, NC"
22,DeShaun Wade,G,"6' 2""",210 lbs,SO,"Virginia Beach, VA"
23,Gus Okafor,F,"6' 6""",220 lbs,FR,"Baltimore, MD"
24,Cameron O'Conner,G,"6' 5""",185 lbs,FR,"Roanoke, VA"
55,Juan Munoz,G,"5' 11""",170 lbs,SO,"Morrisville, NC"
