number,name,position,height,weight,class,hometown
0,Javon Freeman-Liberty,G,"6' 3""",175 lbs,SO,"Chicago, IL"
1,Sigurd Lorange,G,"5' 11""",175 lbs,FR,"Trondheim, Norway"
2,Zion Morgan,G,"6' 5""",185 lbs,JR,"Chicago, IL"
3,Brock Pappas,F,"6' 4""",205 lbs,SO,"Valparaiso, IN"
4,Daniel Sackey,G,"5' 9""",175 lbs,SO,"Winnipeg, MB"
5,Donovan Clay,F,"6' 7""",205 lbs,FR,"Alton, IL"
10,Eron Gordon,G,"6' 3""",205 lbs,JR,"Indianapolis, IN"
11,Emil Freese-Vilien,C,"6' 10""",230 lbs,FR,"Copenhagen, Denmark"
15,Luke Morrill,G,"6' 2""",185 lbs,FR,"Lombard, IL"
22,Mileek McMillan,F,"6' 8""",230 lbs,JR,"Merrillville, IN"
23,Ben Krikke,F,"6' 9""",220 lbs,FR,"Edmonton, AB"
25,Nick Robinson,G,"6' 5""",215 lbs,JR,"Chicago, IL"
33,John Kiser,F,"6' 5""",210 lbs,SR,"Noblesville, IN"
35,Ryan Fazekas,F,"6' 8""",190 lbs,SR,"Chesterton, IN"
