number,name,position,height,weight,class,hometown
0,Eric Hamilton,F,"6' 9""",250 lbs,SR,"Atlanta, GA"
1,Xavier Johnson,G,"6' 3""",200 lbs,SO,"Woodbridge, VA"
2,Trey McGowens,G,"6' 4""",190 lbs,SO,"Pendleton, SC"
3,Ithiel Horton,G,"6' 3""",200 lbs,SO,"Vauxhall, NJ"
4,Gerald Drumgoole Jr.,G,"6' 5""",200 lbs,FR,"Rochester, NY"
5,Au'Diese Toney,G,"6' 6""",210 lbs,SO,"Huntsville, AL"
11,Justin Champagnie,G,"6' 6""",200 lbs,FR,"Brooklyn, NY"
12,Abdoul Karim Coulibaly,F,"6' 8""",215 lbs,FR,"Bamako, Mali"
13,KJ Marshall,G,"5' 9""",165 lbs,FR,"Reading, PA"
14,Curtis Aiken Jr.,G,"6' 1""",200 lbs,FR,"Pittsburgh, PA"
15,Kene Chukwuka,F,"6' 9""",225 lbs,SR,"Stockholm, Sweden"
21,Terrell Brown,F,"6' 10""",235 lbs,JR,"Providence, RI"
22,Anthony Starzynski,G,"6' 3""",190 lbs,SR,"Pittsburgh, PA"
23,Samson George,F,"6' 7""",220 lbs,JR,"Minna, Nigeria"
24,Ryan Murphy,G,"6' 2""",185 lbs,JR,"Calabasas, CA"
31,Onyebuchi Ezeakudo,G,"6' 0""",180 lbs,SO,"Fort Wayne, IN"
42,Chayce Smith,G,"6' 3""",185 lbs,SO,"Mount Laurel, NJ"
