number,name,position,height,weight,class,hometown
0,DJ Funderburk,F,"6' 10""",225 lbs,JR,"Cleveland, OH"
1,Dereon Seabron,G,"6' 7""",180 lbs,FR,"Norfolk, VA"
2,Chase Graham,G,"6' 1""",170 lbs,FR,"Raleigh, NC"
3,A.J. Taylor,F,"6' 6""",205 lbs,SO,"Davenport, IA"
4,Jericole Hellems,F,"6' 7""",205 lbs,SO,"St. Louis, MO"
5,Thomas Allen,G,"6' 1""",180 lbs,JR,"Raleigh, NC"
10,Braxton Beverly,G,"6' 0""",180 lbs,JR,"Hazard, KY"
11,Markell Johnson,G,"6' 1""",175 lbs,SR,"Cleveland, OH"
13,C.J. Bryce,G,"6' 5""",210 lbs,SR,"Charlotte, NC"
15,Manny Bates,F,"6' 11""",230 lbs,FR,"Fayetteville, NC"
21,Danny Dixon,F,"6' 10""",230 lbs,SR,"Grosse Pointe Park, MI"
22,Max Farthing,G,"6' 7""",205 lbs,FR,"Raleigh, NC"
24,Devon Daniels,G,"6' 5""",205 lbs,JR,"Battle Creek, MI"
31,Pat Andree,F,"6' 8""",220 lbs,SR,"Colts Neck, NJ"
