number,name,position,height,weight,class,hometown
0,Caleb Fields,G,"6' 0""",190 lbs,FR,"Lewisburg, TN"
1,Jerry Johnson Jr.,G,"6' 2""",225 lbs,SR,"Memphis, TN"
2,Kobe Wilson,G,"6' 2""",180 lbs,SO,"Palestine, TX"
3,Malik Brevard,F,"6' 8""",210 lbs,SR,"Charlotte, NC"
4,J.J. Matthews,F,"6' 9""",235 lbs,JR,"Richmond, VA"
5,Christian Willis,G,"6' 1""",190 lbs,JR,"Belleville, IL"
10,Malcolm Farrington,G,"6' 4""",200 lbs,FR,"West Palm Beach, FL"
11,Melo Eggleston,G,"6' 8""",200 lbs,SO,"Suitland, MD"
12,Canberk Kus,G,"6' 6""",205 lbs,SR,"Istanbul, Turkey"
13,J'Sebian Brown,G,"6' 4""",165 lbs,JR,"Jonesboro, AR"
15,Jake Scoggins,F,"6' 9""",220 lbs,JR,"Benton, AR"
21,Avery Felts,G,"6' 2""",185 lbs,FR,"Jonesboro, AR"
22,Lony Francis Jr.,F,"6' 7""",215 lbs,JR,"Columbus, OH"
23,Marquis Eaton,G,"6' 2""",195 lbs,JR,"Helena, AR"
32,Antwon Jackson,F,"6' 7""",265 lbs,FR,"Las Vegas, NV"
