number,name,position,height,weight,class,hometown
0,Jahvon Blair,G,"6' 4""",190 lbs,JR,"Brampton, ON"
1,Jamorko Pickett,F,"6' 8""",206 lbs,JR,"Washington, DC"
2,Mac McClung,G,"6' 2""",186 lbs,SO,"Gate City, VA"
3,James Akinjo,G,"6' 1""",185 lbs,SO,"Oakland, CA"
4,Jagan Mosely,G,"6' 3""",215 lbs,SR,"Marlboro, NJ"
5,Timothy Ighoefe,C,"6' 11""",250 lbs,FR,"Lagos, Nigeria"
10,Chuma Azinge,G,"6' 3""",183 lbs,FR,"San Marino, CA"
11,Galen Alexander,F,"6' 6""",227 lbs,JR,"Breaux Bridge, LA"
12,Terrell Allen,G,"6' 3""",180 lbs,SR,"Upper Marlboro, MD"
15,Myron Gardner,F,"6' 6""",222 lbs,FR,"Detroit, MI"
20,George Muresan,F,"6' 9""",218 lbs,SR,"Potomac, MD"
22,Jaden Robinson,G,"6' 3""",185 lbs,SO,"Baltimore, MD"
23,Josh LeBlanc,F,"6' 7""",215 lbs,SO,"Baton Rouge, LA"
32,Malcolm Wilson,C,"6' 11""",205 lbs,FR,"Columbia, SC"
34,Qudus Wahab,C,"6' 11""",237 lbs,FR,"Lagos, Nigeria"
44,Omer Yurtseven,C,"7' 0""",264 lbs,SR,"Istanbul, Turkey"
