number,name,position,height,weight,class,hometown
0,Quincy McKnight,G,"6' 4""",185 lbs,SR,"Bridgeport, CT"
1,Takal Molson,G,"6' 5""",205 lbs,JR,"Buffalo, NY"
2,Anthony Nelson,G,"6' 4""",180 lbs,SO,"New York, NY"
4,Tyrese Samuel,F,"6' 10""",220 lbs,FR,"Montreal, PQ"
13,Myles Powell,G,"6' 2""",195 lbs,SR,"Trenton, NJ"
14,Jared Rhoden,G,"6' 6""",210 lbs,SO,"Baldwin, NY"
15,Taurean Thompson,F,"6' 11""",235 lbs,JR,"New York, NY"
21,Ike Obiagu,C,"7' 2""",265 lbs,SO,"Abuja, Nigeria"
22,Myles Cale,G,"6' 6""",210 lbs,JR,"Middletown, DE"
23,Sandro Mamukelashvili,F,"6' 11""",240 lbs,JR,"Tbilisi, Georgia"
30,Asiah Avent,G,"6' 3""",190 lbs,SR,"Springfield, NJ"
32,Darnell Brodie,F,"6' 9""",265 lbs,SO,"Newark, NJ"
33,Shavar Reynolds,G,"6' 2""",190 lbs,JR,"Manchester Township, NJ"
35,Romaro Gill,C,"7' 2""",255 lbs,SR,"Saint Thomas, Jamaica"
