number,name,position,height,weight,class,hometown
0,Emmanuel Adedoyin,G,"6' 2""",161 lbs,FR,"Orlando, FL"
1,Emmanuel Lambright,G,"6' 6""",210 lbs,SO,"Sarasota, FL"
2,Wajid Aminu,F,"6' 7""",197 lbs,SR,"Stone Mountain, GA"
3,J.T. Escobar,G,"6' 2""",186 lbs,SR,"Tallahassee, FL"
4,Ezekiel Balogun,F,"6' 6""",238 lbs,SR,"Lagos, Nigeria"
5,Dorian James,F,"6' 7""",202 lbs,FR,"Winter Haven, FL"
10,Ivan Gandia-Rosa,G,"6' 1""",193 lbs,SR,"Caguas, Puerto Rico"
11,Garrett Sams,G,"6' 7""",209 lbs,SR,"Martin, TN"
12,Ryan Burkhardt,G,"6' 4""",184 lbs,JR,"Saint Augustine, FL"
15,Jose Placer,G,"6' 1""",174 lbs,SO,"Orlando, FL"
21,Josh Endicott,F,"6' 8""",190 lbs,SO,"Baxter, TN"
22,Trip Day,F,"6' 7""",216 lbs,JR,"Columbus, GA"
23,Carter Hendricksen,F,"6' 7""",217 lbs,SO,"Lexington, KY"
24,Christian Schach,G,"6' 1""",188 lbs,SO,"Tampa, FL"
