number,name,position,height,weight,class,hometown
0,Golden Dike,F,"6' 10""",250 lbs,FR,"Malaga, Spain"
1,KaVaughn Scott,F,"6' 7""",223 lbs,SR,"Irvine, CA"
2,Jaylin Andrews,G,"6' 4""",171 lbs,SO,"Owings Mills, MD"
3,Luke Johnson,G,"6' 3""",174 lbs,JR,"Lexington, KY"
4,Isaiah Hart,G,"5' 11""",181 lbs,JR,"Morrow, GA"
5,Garren Davis,G,"6' 4""",200 lbs,FR,"Dallas, TX"
10,Andrew Kostecka,G,"6' 4""",184 lbs,SR,"Germantown, MD"
11,Brandon Bradsher,G,"5' 10""",174 lbs,JR,"Ellicott City, MD"
12,Cameron Spencer,G,"6' 4""",205 lbs,FR,"Davidsonville, MD"
13,Markese Redding,F,"6' 6""",190 lbs,SO,"Brooklyn, NY"
14,Chuck Champion,G,"6' 4""",187 lbs,SR,"Philadelphia, PA"
21,Ethan Norton,G,"6' 4""",162 lbs,JR,"Collegeville, PA"
22,Casmir Ochiaka,F,"6' 8""",226 lbs,SO,"Enugu, Nigeria"
23,Brent Holcombe,F,"6' 8""",198 lbs,JR,"Miami, FL"
24,Daraun Gray,G,"5' 11""",162 lbs,FR,"Clarksburg, MD"
25,Kenny Jones,G,"6' 0""",171 lbs,SO,"Hillside, NJ"
34,Santi Aldama,F,"6' 11""",210 lbs,FR,"Las Palmas De Gas, Spain"
