number,name,position,height,weight,class,hometown
0,Jakob Alamudun,F,"6' 6""",225 lbs,FR,"Huntington Beach, CA"
1,Jeameril Wilson,F,"6' 7""",200 lbs,SO,"Chicago, IL"
2,Jake Betlow,G,"6' 2""",165 lbs,FR,"Far Hills, NJ"
4,Andrei Arion,G,"6' 3""",180 lbs,FR,"Bucharest, Romania"
5,Evan Taylor,G,"6' 6""",200 lbs,FR,"Glen Ellyn, IL"
10,David Roelke,G,"6' 2""",180 lbs,SR,"Sharon, MA"
11,Jordan Cohen,G,"6' 2""",185 lbs,SR,"Tarzana, CA"
13,James Karnik,C,"6' 9""",225 lbs,JR,"Surrey, BC"
15,Reed Fenton,G,"6' 4""",165 lbs,FR,"Latrobe, PA"
20,Marques Wilson,G,"6' 4""",210 lbs,JR,"Edmond, OK"
21,Scott Vollmer,C,"7' 0""",225 lbs,FR,"Wilton, CT"
25,Ed Porter,F,"6' 7""",215 lbs,SR,"Hawthorne, FL"
42,Jack Lieb,C,"6' 10""",245 lbs,SR,"Deerfield, IL"
44,Nic Lynch,C,"6' 11""",250 lbs,SO,"Seattle, WA"
