number,name,position,height,weight,class,hometown
0,Andre Jackson,G,"6' 4""",175 lbs,SR,"Charlotte, NC"
2,Fred Cleveland Jr.,G,"5' 10""",155 lbs,FR,"Chicago, IL"
3,Shayne Scruggs,F,"6' 7""",210 lbs,FR,"Lansing, MI"
4,Jibril McCormick,G,"6' 6""",210 lbs,FR,"Charlotte, NC"
11,Tyler Maye,G,"6' 2""",170 lbs,JR,"Farmville, NC"
12,Kwe Parker,G,"6' 0""",181 lbs,JR,"Fayetteville, NC"
13,Kameron Langley,G,"6' 2""",205 lbs,JR,"Greensboro, NC"
14,Harry Morrice,C,"6' 11""",235 lbs,FR,"Warrington, England"
15,Darus Maddox,G,"6' 0""",155 lbs,JR,"Lusby, MD"
21,Ronald Jackson,F,"6' 8""",205 lbs,SR,"Clay, FL"
23,Devin Haygood,F,"6' 8""",180 lbs,SR,"Ypsilanti, MI"
24,Elijah Joyner,G,"6' 5""",175 lbs,FR,"Greensboro, NC"
25,Webster Filmore,F,"6' 6""",200 lbs,SO,"Charlotte, NC"
35,Tyrone Lyons,F,"6' 6""",180 lbs,SO,"Amityville, NY"
