number,name,position,height,weight,class,hometown
0,Greg Outlaw,G,"6' 4""",175 lbs,FR,"Chicago, IL"
1,Trey Tennyson,G,"6' 4""",170 lbs,FR,"Mansfield, TX"
2,Myles Baker,G,"6' 2""",170 lbs,FR,"Chicago, IL"
3,Ian Krishnan,G,"6' 2""",180 lbs,SO,"Boyds, MD"
5,Xavier Wilson,F,"6' 7""",210 lbs,FR,"Spring Valley, NY"
10,Zach Newkirk,G,"6' 1""",185 lbs,SO,"Raleigh, NC"
11,Thai Segwai,G,"6' 2""",185 lbs,SO,"London, England"
13,Jamir Reed,G,"6' 4""",200 lbs,FR,"Philadelphia, PA"
15,Jamir Coleman,G,"6' 7""",215 lbs,SR,"San Antonio, TX"
20,Stephane Ayangma,F,"6' 6""",215 lbs,JR,"Yaounde, Cameroon"
22,Javen Udofia,G,"6' 2""",170 lbs,FR,"Omaha, NE"
23,Karrington Wallace,F,"6' 7""",200 lbs,SO,"Philadelphia, PA"
24,Ola Olamuyiwa,C,"6' 9""",220 lbs,FR,"Lagos, Nigeria"
30,Donyell Marshall Jr.,F,"6' 6""",175 lbs,SR,"Pepper Pike, OH"
40,Tyler Rowe,G,"5' 9""",160 lbs,SR,"East Hartford, CT"
