number,name,position,height,weight,class,hometown
0,Marcus Sasser,G,"6' 1""",200 lbs,FR,"Red Oak, TX"
1,Chris Harris Jr.,C,"6' 10""",255 lbs,SR,"Houston, TX"
2,Caleb Mills,G,"6' 3""",165 lbs,FR,"Arden, NC"
3,DeJon Jarreau,G,"6' 5""",185 lbs,JR,"New Orleans, LA"
4,Justin Gorham,F,"6' 7""",235 lbs,JR,"Columbia, MD"
5,Cameron Tyson,G,"6' 2""",200 lbs,SO,"Bothell, WA"
11,Nate Hinton,G,"6' 5""",210 lbs,SO,"Gastonia, NC"
13,J'Wan Roberts,F,"6' 6""",210 lbs,FR,"St. Thomas, Virgin Islands"
23,Cedrick Alley Jr.,F,"6' 6""",225 lbs,SO,"Houston, TX"
24,Quentin Grimes,G,"6' 5""",205 lbs,SO,"The Woodlands, TX"
30,Caleb Broodo,C,"6' 8""",240 lbs,SO,"Midland, MI"
35,Fabian White Jr.,F,"6' 7""",230 lbs,JR,"Atascocita, TX"
55,Brison Gresham,C,"6' 8""",230 lbs,JR,"New Orleans, LA"
