number,name,position,height,weight,class,hometown
0,RJ Rhoden,G,"6' 3""",195 lbs,FR,"Daytona Beach, FL"
1,Michael Carter III,G,"6' 5""",175 lbs,SO,"Seattle, WA"
2,Jordan Roberts,G,"6' 9""",200 lbs,JR,"Bakersfield, CA"
3,Drew Cobb,G,"6' 4""",205 lbs,JR,"Sacramento, CA"
4,Justin Rene,G,"6' 3""",175 lbs,FR,"Long Beach, CA"
5,Shaden Knight,G,--,--,FR,--
10,Max de Geest,G,"6' 3""",185 lbs,FR,"Christchurch, New Zealand"
11,Jordan Griffin,G,"6' 3""",165 lbs,SR,"Corona, CA"
12,Breyon Jackson,F,"6' 7""",235 lbs,JR,"Cincinnati, OH"
13,Romelle Mansel,F,"6' 9""",230 lbs,FR,"Playa Del Rey, CA"
14,Colin Slater,G,"6' 1""",190 lbs,JR,"New Orleans, LA"
24,Joshua Morgan,C,"6' 11""",195 lbs,FR,"Sacramento, CA"
31,Chance Hunter,G,"6' 6""",190 lbs,SO,"Inglewood, CA"
32,Trever Irish,C,"7' 0""",230 lbs,SO,"Lewiston, ME"
35,Milos Apic,C,"6' 10""",200 lbs,SO,"Novi Sad, Serbia"
40,Jeffrey Yan,C,"6' 9""",275 lbs,FR,"Shanghai, China"
