number,name,position,height,weight,class,hometown
0,Kihei Clark,G,"5' 9""",163 lbs,SO,"Woodland Hills, CA"
1,Matt Palumbo,G,--,--,--,--
2,Braxton Key,G,"6' 8""",230 lbs,SR,"Charlotte, NC"
4,Justin McKoy,F,"6' 8""",221 lbs,FR,"Cary, NC"
5,Jayden Nixon,G,"6' 3""",192 lbs,SO,"Charlottesville, VA"
10,Sam Hauser,F,"6' 8""",225 lbs,SR,"Stevens Point, WI"
11,Grant Kersey,G,"6' 1""",160 lbs,JR,"Charlottesville, VA"
12,Chase Coleman,G,"5' 9""",154 lbs,FR,"Norfolk, VA"
13,Casey Morsell,G,"6' 3""",195 lbs,FR,"Fort Washington, MD"
21,Kadin Shedrick,F,"6' 11""",214 lbs,FR,"Raleigh, NC"
22,Francisco Caffaro,C,"7' 0""",244 lbs,FR,"Santa Fe, Argentina"
23,Kody Stattmann,G,"6' 7""",200 lbs,SO,"Cairns, QLD"
24,Austin Katstra,F,"6' 6""",227 lbs,JR,"Charlottesville, VA"
25,Mamadi Diakite,F,"6' 9""",224 lbs,SR,"Conakry, Guinea"
30,Jay Huff,F,"7' 1""",243 lbs,JR,"Durham, NC"
53,Tomas Woldetensae,G,"6' 5""",196 lbs,JR,"Bologna, Italy"
