number,name,position,height,weight,class,hometown
0,Sekou Toure,G,"6' 5""",185 lbs,SO,"Conakry, Guinea"
1,Roberto Gittens,G,"6' 5""",220 lbs,JR,"Tacoma, WA"
2,Matt Freeman,F,"6' 10""",220 lbs,SR,"Auckland, New Zealand"
3,JaQuori McLaughlin,G,"6' 4""",190 lbs,JR,"Tacoma, WA"
4,Devearl Ramsey,G,"6' 0""",185 lbs,JR,"Los Angeles, CA"
5,Jay Nagle,F,"6' 8""",215 lbs,SO,"Vacaville, CA"
11,Brandon Cyrus,G,"6' 5""",190 lbs,JR,"Oakville, ON"
12,Amadou Sow,F,"6' 9""",235 lbs,SO,"Bamako, Mali"
14,Jakov Kukic,F,"6' 10""",230 lbs,FR,"Split, Croatia"
15,Max Cheylov,G,"6' 3""",175 lbs,FR,"Toronto, CA"
21,Max Heidegger,G,"6' 3""",180 lbs,SR,"Malibu, CA"
34,Eric Bower,F,--,--,SO,--
35,Robinson Idehen,F,"6' 10""",230 lbs,JR,"Tudela, Spain"
40,Andrew Pickles,F,"6' 7""",225 lbs,SR,"Seattle, WA"
50,Ajare Sanni,G,"6' 3""",170 lbs,SO,"Houston, TX"
55,Darren Long,G,"6' 3""",165 lbs,FR,"Altadena, CA"
