number,name,position,height,weight,class,hometown
0,Jaylen Richard,G,"6' 4""",180 lbs,FR,"Durham, NC"
1,Grant Riller,G,"6' 3""",190 lbs,JR,"Orlando, FL"
2,Brevin Galloway,G,"6' 2""",215 lbs,SO,"Anderson, SC"
3,Sam Miller,F,"6' 9""",240 lbs,JR,"Arlington, VA"
10,Zep Jasper,G,"6' 1""",170 lbs,FR,"Augusta, GA"
11,Isaih Moore,F,"6' 9""",180 lbs,FR,"Columbia, SC"
13,Quan McCluney,G,"6' 5""",180 lbs,FR,"Gastonia, NC"
24,Jaylen McManus,F,"6' 7""",235 lbs,JR,"Charlotte, NC"
31,Zach Rabinowitz,G,"6' 2""",200 lbs,JR,"Charlotte, NC"
33,Osinachi Smart,F,"6' 8""",235 lbs,SO,"Umuahia, Nigeria"
40,Samba Ndiaye,C,"6' 9""",235 lbs,SO,"Theis, Senegal"
