number,name,position,height,weight,class,hometown
0,Aristotelis Sotiriou,F,"6' 8""",210 lbs,FR,"Athens, Greece"
1,Jordan Hairston,G,"6' 0""",160 lbs,FR,"Centreville, VA"
2,Myles Smith,G,"6' 0""",190 lbs,JR,"Klein, TX"
3,Jalen White,G,"6' 5""",245 lbs,FR,"Saint Petersburg, FL"
4,Jashawn Talton-Thomas,G,"6' 5""",210 lbs,SR,"Oklahoma City, OK"
5,Javae Lampkins,G,"6' 1""",180 lbs,SO,"Washington, DC"
10,Perry Francois,F,"6' 8""",240 lbs,JR,"North Miami, FL"
11,Evan Smith,G,"6' 0""",185 lbs,FR,"Spring, TX"
12,Peyton Smith,G,"6' 2""",195 lbs,JR,"Corpus Christi, TX"
14,Elijah Schmidt,F,"6' 8""",220 lbs,SR,"Spring, TX"
15,Irshaad Hunte,F,"6' 8""",215 lbs,SR,"Toronto, ON"
23,Jalon Clark,G,"6' 6""",230 lbs,SO,"Houston, TX"
24,Edgars Kaufmanis,G,"6' 4""",200 lbs,SO,"Riga, Latvia"
32,Nolan Bertain,G,"6' 4""",185 lbs,JR,"Portland, OR"
35,Tony Lewis,F,"6' 10""",265 lbs,SR,"San Antonio, TX"
