number,name,position,height,weight,class,hometown
0,Chris Johnson,F,"6' 7""",215 lbs,JR,"Chicago, IL"
1,Trendon Hankerson,G,"6' 2""",185 lbs,SO,"Novi, MI"
2,Gairges Daow,G,"6' 4""",190 lbs,JR,"Melbourne, VIC"
3,Justin Lee,F,"6' 8""",210 lbs,SO,"Lawrenceville, GA"
4,Lacey James,F,"6' 9""",240 lbs,SR,"Grand Rapids, MI"
5,Zaire Mateen,G,"6' 0""",170 lbs,JR,"Queens, NY"
10,Eugene German,G,"6' 0""",185 lbs,SR,"Gary, IN"
11,Noah McCarty,F,"6' 8""",240 lbs,SR,"Rock Falls, IL"
20,Daniel Filippone,G,"6' 1""",175 lbs,FR,"Antioch, IL"
21,Alize Travis,G,"6' 0""",170 lbs,SR,"Victorville, CA"
22,Rod Henry-Hayes,G,"6' 4""",185 lbs,JR,"Zion, IL"
23,Tyler Cochran,G,"6' 2""",220 lbs,FR,"Bolingbrook, IL"
24,Darius Beane,G,"6' 3""",175 lbs,SO,"Carbondale, IL"
25,Nathan Scott,F,"6' 8""",195 lbs,JR,"Naperville, IL"
32,Keenon Cole,F,"6' 7""",200 lbs,FR,"Streamwood, IL"
