number,name,position,height,weight,class,hometown
0,KK Curry,F,"6' 6""",195 lbs,FR,"Cleveland, TN"
1,Herb McGee,G,"6' 1""",198 lbs,SR,"Reserve, LA"
3,Kevin Morris,F,"6' 8""",265 lbs,SR,"Dothan, AL"
4,Tyreke Locure,G,"6' 0""",165 lbs,FR,"New Orleans, LA"
14,Adam Sizemore,G,"5' 9""",160 lbs,FR,"London, KY"
21,Chad Lott,G,"6' 4""",200 lbs,SR,"Shreveport, LA"
22,Andre Fox,G,"6' 4""",184 lbs,SR,"Greenbelt, MD"
25,Don Coleman,G,"6' 2""",190 lbs,SR,"North Augusta, SC"
30,A.C. Kelly,G,"6' 6""",190 lbs,FR,"Allentown, PA"
32,Josh Ayeni,F,"6' 8""",212 lbs,JR,"Zaria, Nigeria"
33,Josh Ajayi,F,"6' 6""",229 lbs,SR,"El Monte, CA"
42,Trhae Mitchell,F,"6' 6""",196 lbs,SR,"Austell, GA"
50,John Pettway,G,"6' 3""",180 lbs,JR,"Safford, AL"
51,Deaundrae Ballard,F,"6' 5""",181 lbs,JR,"Atlanta, GA"
52,Sam Iorio,F,"6' 7""",221 lbs,JR,"Allentown, PA"
