number,name,position,height,weight,class,hometown
0,Jaylen Alston,F,"6' 5""",190 lbs,FR,"Greensboro, NC"
0,Lance Terry,G,"6' 2""",180 lbs,FR,"Newnan, GA"
1,Jaheam Cornwall,G,"6' 0""",175 lbs,JR,"Brooklyn, NY"
2,Eric Jamison Jr.,F,"6' 6""",195 lbs,SR,"East Point, GA"
3,Justin Jenkins,G,"6' 2""",200 lbs,SR,"Knoxville, TN"
4,Christian Turner,G,"5' 10""",180 lbs,SR,"Atlanta, GA"
5,Jose Perez,G,"6' 5""",200 lbs,SO,"Bronx, NY"
10,Nate Johnson,G,"6' 3""",180 lbs,JR,"Miami, FL"
11,Mick Lynott,G,"6' 2""",190 lbs,FR,"Miami, FL"
14,Kareem Reid,F,"6' 9""",205 lbs,FR,"Queens, NY"
15,Erick Valdez,F,"6' 7""",200 lbs,FR,"San Cristobal, Dominican Republic"
21,Kennedy Kincaid,G,"5' 10""",170 lbs,SO,"Marion, NC"
23,Anthony Selden,G,--,--,FR,--
24,Ludovic Dufeal,F,"6' 8""",200 lbs,SO,"Fort-de-france, Martinique"
25,Sammy Itodo,C,"6' 8""",210 lbs,FR,"Kaduna, Nigeria"
32,Gabe Bryant,C,"6' 9""",250 lbs,FR,"Spartanburg, SC"
35,Delis Boggs,F,--,--,--,--
