number,name,position,height,weight,class,hometown
0,Marcus Garrett,G,"6' 5""",195 lbs,JR,"Dallas, TX"
1,Devon Dotson,G,"6' 2""",185 lbs,SO,"Charlotte, NC"
2,Christian Braun,G,"6' 6""",205 lbs,FR,"Burlington, KS"
3,Dajuan Harris,G,"6' 1""",160 lbs,FR,"Columbia, MO"
4,Isaiah Moss,G,"6' 5""",208 lbs,SR,"Chicago, IL"
5,Elijah Elliott,G,"6' 3""",185 lbs,SO,"Southlake, TX"
10,Jalen Wilson,F,"6' 8""",215 lbs,FR,"Denton, TX"
12,Chris Teahan,G,"6' 4""",195 lbs,JR,"Leawood, KS"
13,Tristan Enaruna,G,"6' 8""",200 lbs,FR,"Almere, Netherlands"
20,Michael Jankovich,G,"6' 5""",185 lbs,FR,"Dallas, TX"
22,Silvio De Sousa,F,"6' 9""",245 lbs,SO,"Luanda, Angola"
30,Ochai Agbaji,G,"6' 5""",210 lbs,SO,"Kansas City, MO"
33,David McCormack,F,"6' 10""",265 lbs,SO,"Norfolk, VA"
35,Udoka Azubuike,C,"7' 0""",270 lbs,SR,"Delta, Nigeria"
44,Mitch Lightfoot,F,"6' 8""",225 lbs,SR,"Gilbert, AZ"
