number,name,position,height,weight,class,hometown
0,Alex Caldwell,G,"6' 0""",160 lbs,SO,"Columbia, SC"
1,Khalil Cuffee,G,"6' 4""",205 lbs,SO,"Fairburn, GA"
2,Jordan Love,G,"6' 5""",180 lbs,FR,"Durham, NC"
3,Skyler Hogan,G,"6' 5""",205 lbs,SR,"Melbourne, FL"
4,Oscar Kao,G,"6' 0""",170 lbs,JR,"Taipei, Taiwan"
5,Chris Harris,G,"6' 3""",205 lbs,JR,"Antioch, IL"
10,Quatarrius Wilson,F,"6' 8""",215 lbs,SR,"Mobile, AL"
11,DQ Nicholas,G,"6' 1""",180 lbs,FR,"Atlanta, GA"
12,Evan Morrison,F,"6' 6""",190 lbs,JR,"Lee's Summit, MO"
13,Isaiah Gable,F,"6' 7""",200 lbs,JR,"Greenville, OH"
15,Nana Akenten,G,"6' 6""",215 lbs,JR,"Bolingbrook, IL"
20,Jakob Medina,G,"6' 2""",175 lbs,FR,"Chicago, IL"
23,Sage Tolbert,F,"6' 8""",210 lbs,SO,"Richmond, TX"
25,Nygal Russell,G,"6' 4""",205 lbs,SO,"Houston, TX"
44,Darrious Agnew,F,"6' 8""",220 lbs,JR,"Starkville, MS"
