number,name,position,height,weight,class,hometown
0,Myo Baxter-Bell,F,"6' 5""",255 lbs,SR,"Cincinnati, OH"
1,Caleb Homesley,G,"6' 6""",205 lbs,SR,"Indian Trail, NC"
2,Darius McGhee,G,"5' 9""",--,SO,"Roxboro, NC"
4,Tytist Dean,G,"6' 0""",180 lbs,FR,"Saint Paul, MN"
5,Marten Maide,G,"6' 5""",--,FR,"Charlotte, NC"
10,Elijah Cuffee,G,"6' 4""",185 lbs,JR,"Poca, WV"
11,Georgie Pacheco-Ortiz,G,"6' 1""",170 lbs,SR,"Ponce, Puerto Rico"
13,Luke McKay,G,--,--,--,--
14,Brody Hicks,G,"6' 4""",200 lbs,FR,"Roanoke, VA"
15,Colton Reed,G,"6' 3""",--,SO,"Wake Forest, NC"
20,Keegan McDowell,F,"6' 6""",180 lbs,JR,"Cincinnati, OH"
22,Kyle Rode,F,"6' 7""",--,FR,"Lexington, KY"
24,Ezra Talbert,F,"6' 8""",190 lbs,JR,"Olathe, KS"
25,Josh Price,G,"6' 3""",--,FR,"Charlotte, NC"
31,Scottie James,F,"6' 8""",235 lbs,SR,"Tarpon Springs, FL"
32,Blake Preston,F,"6' 9""",--,FR,"Charlotte, NC"
33,Shiloh Robinson,F,"6' 7""",--,FR,"Kearney, NE"
44,Ryan Hiepler,G,"6' 0""",180 lbs,JR,"Camarillo, CA"
55,Brendan Newton,C,"7' 2""",235 lbs,SO,"Roanoke, VA"
