number,name,position,height,weight,class,hometown
0,Jared White,F,"6' 7""",220 lbs,FR,"Bowie, MD"
1,Nyzaiah Chambers,F,"6' 7""",225 lbs,FR,"Chesapeake, VA"
3,Caleb Dawkins,G,"6' 1""",150 lbs,FR,"Chesapeake, VA"
4,Joe Bryant Jr.,G,"6' 1""",215 lbs,SO,"Norfolk, VA"
11,Jermaine Bishop,G,"6' 1""",185 lbs,SR,"Queens, NY"
13,Daryl Anderson,G,"6' 6""",185 lbs,FR,"North Chesterfield, VA"
14,Devante Carter,G,"6' 3""",200 lbs,JR,"Newport News, VA"
32,Chris Ford,F,"6' 8""",220 lbs,SO,"Chesterfield, VA"
34,Steven Whitley,G,"6' 3""",215 lbs,SR,"Norfolk, VA"
55,Kyonze Chavis,G,"6' 4""",185 lbs,JR,"Chesapeake, VA"
