number,name,position,height,weight,class,hometown
0,Hyron Edwards,G,"6' 0""",165 lbs,SR,"East Chicago, IN"
1,Kris Martin,G,"6' 4""",190 lbs,SR,"Frisco, TX"
2,Teyvion Kirk,G,"6' 4""",185 lbs,JR,"Joliet, IL"
3,Kendle Moore,G,"5' 10""",145 lbs,SO,"Danville, IL"
4,Isaiah Stevens,G,"6' 0""",160 lbs,FR,"Allen, TX"
5,P.J. Byrd,G,"6' 1""",185 lbs,SO,"Houston, TX"
10,James Moors,F,"6' 10""",200 lbs,FR,"Auckland, New Zealand"
11,Dischon Thomas,F,"6' 9""",215 lbs,FR,"Phoenix, AZ"
21,David Roddy,G,"6' 5""",250 lbs,FR,"Minneapolis, MN"
22,Kyle Lukasiewicz,G,"6' 6""",200 lbs,JR,"Centennial, CO"
23,John Tonje,G,"6' 5""",195 lbs,FR,"Omaha, NE"
31,Adam Thistlewood,F,"6' 6""",200 lbs,SO,"Golden, CO"
32,Nico Carvacho,C,"6' 11""",245 lbs,SR,"Frisco, TX"
43,Ignas Sargiunas,G,"6' 5""",205 lbs,SO,"Kaunas, Lithuania"
