number,name,position,height,weight,class,hometown
1,Cole Henry,F,"6' 9""",215 lbs,FR,"Oskaloosa, IA"
3,Tywhon Pickford,G,"6' 4""",202 lbs,JR,"Minneapolis, MN"
4,AJ Green,G,"6' 4""",175 lbs,SO,"Cedar Falls, IA"
10,Logan Wolf,G,"6' 4""",220 lbs,FR,"Cedar Falls, IA"
11,Trae Berhow,G,"6' 5""",195 lbs,JR,"Mayer, MN"
12,Lincoln Conrey,F,"6' 5""",203 lbs,SR,"Waterloo, IA"
13,Evan Gauger,G,"6' 2""",175 lbs,FR,"Indianola, IA"
15,Justin Dahl,C,"7' 0""",261 lbs,SR,"Carver, MN"
20,Shandon Goldman,F,"6' 10""",220 lbs,SR,"Evansville, AR"
22,Antwan Kimmons,G,"6' 0""",185 lbs,FR,"Oakdale, MN"
23,Derek Krogmann,F,"6' 7""",230 lbs,FR,"Manchester, IA"
24,Isaiah Brown,G,"6' 7""",180 lbs,SR,"Flower Mound, TX"
30,Spencer Haldeman,G,"6' 1""",175 lbs,SR,"Peosta, IA"
32,James Betz,F,"6' 6""",215 lbs,FR,"Ventura, IA"
34,Luke McDonnell,F,"6' 9""",212 lbs,SR,"Dubuque, IA"
35,Noah Carter,F,"6' 6""",230 lbs,FR,"Dubuque, IA"
50,Austin Phyfe,F,"6' 9""",235 lbs,JR,"Waverly, IA"
