number,name,position,height,weight,class,hometown
0,Alani Moore II,G,"5' 10""",170 lbs,SR,"Washington, DC"
1,Quinton Rose,G,"6' 8""",185 lbs,SR,"Rochester, NY"
2,Monty Scott,G,"6' 5""",185 lbs,JR,"Union, NJ"
3,Josh Pierre-Louis,G,"6' 3""",180 lbs,FR,"Plainfield, NJ"
4,J.P. Moorman II,F,"6' 7""",205 lbs,JR,"Greensboro, NC"
10,Jake Forrester,F,"6' 8""",220 lbs,SO,"Harrisburg, PA"
11,Damian Dunn,G,"6' 4""",165 lbs,FR,"Kinston, NC"
13,Tai Strickland,G,"6' 2""",180 lbs,SO,"Tampa, FL"
14,Arashma Parks,F,"6' 9""",235 lbs,FR,"North Royalton, OH"
15,Nate Pierre-Louis,G,"6' 4""",200 lbs,JR,"Plainfield, NJ"
21,Justyn Hamilton,F,"6' 10""",190 lbs,JR,"Charlotte, NC"
22,De'Vondre Perry,F,"6' 7""",220 lbs,JR,"Baltimore, MD"
25,Tim Waddington,F,"6' 5""",195 lbs,SR,"Warrington, PA"
31,Jasen West,G,"6' 1""",170 lbs,SO,"Orlando, FL"
32,Anto Keshgegian,G,"6' 3""",185 lbs,SR,"Media, PA"
44,Damion Moore,C,"6' 11""",225 lbs,SR,"Jackson, MS"
