number,name,position,height,weight,class,hometown
0,Lamarr Kimble,G,"6' 0""",185 lbs,SR,"Philadelphia, PA"
1,Keith Oddo,G,"6' 2""",180 lbs,SR,"Roanoke, VA"
2,Darius Perry,G,"6' 2""",195 lbs,JR,"Marietta, GA"
3,Jae'Lyn Withers,F,"6' 8""",215 lbs,FR,"Charlotte, NC"
4,Grant Williams,G,"5' 11""",165 lbs,JR,"Crestwood, KY"
5,Malik Williams,F,"6' 11""",245 lbs,JR,"Fort Wayne, IN"
10,Samuell Williamson,G,"6' 7""",200 lbs,FR,"Rockwall, TX"
11,Quinn Slazinski,F,"6' 8""",215 lbs,FR,"Houston, TX"
12,Hogan Orbaugh,C,"6' 8""",240 lbs,FR,"Zionsville, IN"
13,David Johnson,G,"6' 5""",210 lbs,FR,"Louisville, KY"
20,Josh Nickelberry,G,"6' 4""",200 lbs,FR,"Fayetteville, NC"
22,Aidan Igiehon,F,"6' 10""",240 lbs,FR,"Dublin, Ireland"
23,Steven Enoch,C,"6' 10""",255 lbs,SR,"Norwalk, CT"
24,Dwayne Sutton,F,"6' 5""",220 lbs,SR,"Louisville, KY"
30,Ryan McMahon,G,"6' 0""",185 lbs,SR,"Sarasota, FL"
33,Jordan Nwora,F,"6' 7""",225 lbs,JR,"Buffalo, NY"
